institution, ror, year, count, oa status 
"University of Queensland",https://ror.org/00rqy9422,2004,350,green
"University of Queensland",https://ror.org/00rqy9422,2004,88,hybrid
"University of Queensland",https://ror.org/00rqy9422,2004,49,gold
"University of Queensland",https://ror.org/00rqy9422,2005,2999,closed
"University of Queensland",https://ror.org/00rqy9422,2005,483,bronze
"University of Queensland",https://ror.org/00rqy9422,2005,407,green
"University of Queensland",https://ror.org/00rqy9422,2005,99,hybrid
"University of Queensland",https://ror.org/00rqy9422,2005,98,gold
"University of Queensland",https://ror.org/00rqy9422,2006,3212,closed
"University of Queensland",https://ror.org/00rqy9422,2006,536,bronze
"University of Queensland",https://ror.org/00rqy9422,2006,419,green
"University of Queensland",https://ror.org/00rqy9422,2006,127,gold
"University of Queensland",https://ror.org/00rqy9422,2006,115,hybrid
"University of Queensland",https://ror.org/00rqy9422,2007,3548,closed
"University of Queensland",https://ror.org/00rqy9422,2007,578,bronze
"University of Queensland",https://ror.org/00rqy9422,2007,489,green
"University of Queensland",https://ror.org/00rqy9422,2007,158,hybrid
"University of Queensland",https://ror.org/00rqy9422,2007,131,gold
"University of Queensland",https://ror.org/00rqy9422,2008,3647,closed
"University of Queensland",https://ror.org/00rqy9422,2008,585,bronze
"University of Queensland",https://ror.org/00rqy9422,2008,526,green
"University of Queensland",https://ror.org/00rqy9422,2008,191,gold
"University of Queensland",https://ror.org/00rqy9422,2008,157,hybrid
"University of Queensland",https://ror.org/00rqy9422,2009,4105,closed
"University of Queensland",https://ror.org/00rqy9422,2009,665,bronze
"University of Queensland",https://ror.org/00rqy9422,2009,583,green
"University of Queensland",https://ror.org/00rqy9422,2009,270,gold
"University of Queensland",https://ror.org/00rqy9422,2009,218,hybrid
"University of Queensland",https://ror.org/00rqy9422,2010,4531,closed
"University of Queensland",https://ror.org/00rqy9422,2010,708,bronze
"University of Queensland",https://ror.org/00rqy9422,2010,627,green
"University of Queensland",https://ror.org/00rqy9422,2010,361,gold
"University of Queensland",https://ror.org/00rqy9422,2010,247,hybrid
"University of Queensland",https://ror.org/00rqy9422,2011,4783,closed
"University of Queensland",https://ror.org/00rqy9422,2011,844,bronze
"University of Queensland",https://ror.org/00rqy9422,2011,638,green
"University of Queensland",https://ror.org/00rqy9422,2011,576,gold
"University of Queensland",https://ror.org/00rqy9422,2011,266,hybrid
"University of Queensland",https://ror.org/00rqy9422,2012,5012,closed
"University of Queensland",https://ror.org/00rqy9422,2012,940,bronze
"University of Queensland",https://ror.org/00rqy9422,2012,803,gold
"University of Queensland",https://ror.org/00rqy9422,2012,715,green
"University of Queensland",https://ror.org/00rqy9422,2012,342,hybrid
"University of Queensland",https://ror.org/00rqy9422,2013,5466,closed
"University of Queensland",https://ror.org/00rqy9422,2013,1075,bronze
"University of Queensland",https://ror.org/00rqy9422,2013,999,gold
"University of Queensland",https://ror.org/00rqy9422,2013,907,green
"University of Queensland",https://ror.org/00rqy9422,2013,379,hybrid
"University of Queensland",https://ror.org/00rqy9422,2014,5550,closed
"University of Queensland",https://ror.org/00rqy9422,2014,1153,bronze
"University of Queensland",https://ror.org/00rqy9422,2014,1138,gold
"University of Queensland",https://ror.org/00rqy9422,2014,1029,green
"University of Queensland",https://ror.org/00rqy9422,2014,429,hybrid
"University of Queensland",https://ror.org/00rqy9422,2015,5460,closed
"University of Queensland",https://ror.org/00rqy9422,2015,1290,bronze
"University of Queensland",https://ror.org/00rqy9422,2015,1268,gold
"University of Queensland",https://ror.org/00rqy9422,2015,1082,green
"University of Queensland",https://ror.org/00rqy9422,2015,492,hybrid
"University of Queensland",https://ror.org/00rqy9422,2016,5762,closed
"University of Queensland",https://ror.org/00rqy9422,2016,1481,gold
"University of Queensland",https://ror.org/00rqy9422,2016,1339,bronze
"University of Queensland",https://ror.org/00rqy9422,2016,1278,green
"University of Queensland",https://ror.org/00rqy9422,2016,552,hybrid
"University of Queensland",https://ror.org/00rqy9422,2017,5583,closed
"University of Queensland",https://ror.org/00rqy9422,2017,1754,gold
"University of Queensland",https://ror.org/00rqy9422,2017,1415,green
"University of Queensland",https://ror.org/00rqy9422,2017,1214,bronze
"University of Queensland",https://ror.org/00rqy9422,2017,542,hybrid
"University of Queensland",https://ror.org/00rqy9422,2018,5459,closed
"University of Queensland",https://ror.org/00rqy9422,2018,1911,gold
"University of Queensland",https://ror.org/00rqy9422,2018,1617,green
"University of Queensland",https://ror.org/00rqy9422,2018,1295,bronze
"University of Queensland",https://ror.org/00rqy9422,2018,692,hybrid
"University of Queensland",https://ror.org/00rqy9422,2019,5831,closed
"University of Queensland",https://ror.org/00rqy9422,2019,2220,gold
"University of Queensland",https://ror.org/00rqy9422,2019,1844,green
"University of Queensland",https://ror.org/00rqy9422,2019,1218,bronze
"University of Queensland",https://ror.org/00rqy9422,2019,711,hybrid
"University of Queensland",https://ror.org/00rqy9422,2020,5673,closed
"University of Queensland",https://ror.org/00rqy9422,2020,2662,gold
"University of Queensland",https://ror.org/00rqy9422,2020,2287,green
"University of Queensland",https://ror.org/00rqy9422,2020,1330,bronze
"University of Queensland",https://ror.org/00rqy9422,2020,1017,hybrid
"University of Queensland",https://ror.org/00rqy9422,2021,5883,closed
"University of Queensland",https://ror.org/00rqy9422,2021,3163,gold
"University of Queensland",https://ror.org/00rqy9422,2021,2258,green
"University of Queensland",https://ror.org/00rqy9422,2021,1162,bronze
"University of Queensland",https://ror.org/00rqy9422,2021,1004,hybrid
"University of Queensland",https://ror.org/00rqy9422,2022,4922,closed
